ProteinA,ProteinB
NONHSAT122865,Q8IYB3
NONHSAT122865,Q8WXF1
NONHSAT122865,Q92994
NONHSAT122865,Q96BK5
NONHSAT122865,Q96PU8
NONHSAT122865,Q99575
NONHSAT122865,Q9H633
NONHSAT122865,Q9HCE1
NONHSAT122865,Q9HCJ0
NONHSAT122865,Q9UKL0
NONHSAT122865,Q9UPQ9
NONHSAT122865,P56178
NONHSAT122865,P08151
NONHSAT122865,Q9H9S0
NONHSAT122865,Q99988
NONHSAT122865,P25490
NONHSAT122865,P49711
NONHSAT122865,P31260
NONHSAT122865,Q00839
NONHSAT122865,P49913
NONHSAT122865,Q15465
NONHSAT122865,P48431
NONHSAT122865,O43184
NONHSAT122865,Q7RTS3
NONHSAT122865,P78509
NONHSAT123063,O15042
NONHSAT123063,O60306
NONHSAT123063,O60341
NONHSAT123063,O95707
NONHSAT123063,P01189
NONHSAT123063,P01344
NONHSAT123063,P04150
NONHSAT123063,P04637
NONHSAT123063,P05455
NONHSAT123063,P07910
NONHSAT123063,P09132
NONHSAT123063,P14210
NONHSAT123063,P14859
NONHSAT123063,P23246
NONHSAT123063,P35453
NONHSAT123063,P55899
NONHSAT123063,P61011
NONHSAT123063,P62140
NONHSAT123063,P78345
NONHSAT123063,P84243
NONHSAT123063,Q01844
NONHSAT123063,Q13285
NONHSAT123063,Q13952
NONHSAT123063,Q15233
NONHSAT123063,Q15287
NONHSAT123063,Q15910
NONHSAT123063,Q4G0J3
NONHSAT123063,Q8IUX4
NONHSAT123063,Q8IYB3
NONHSAT123063,Q8WXF1
NONHSAT123063,Q92994
NONHSAT123063,Q96BK5
NONHSAT123063,Q96PU8
NONHSAT123063,Q99575
NONHSAT123063,Q9H633
NONHSAT123063,Q9HCE1
NONHSAT123063,Q9HCJ0
NONHSAT123063,Q9UKL0
NONHSAT123063,Q9UPQ9
NONHSAT123063,P56178
NONHSAT123063,P08151
NONHSAT123063,Q9H9S0
NONHSAT123063,Q99988
NONHSAT123063,P25490
NONHSAT123063,P49711
NONHSAT123063,P31260
NONHSAT123063,Q00839
NONHSAT123063,P49913
NONHSAT123063,Q15465
NONHSAT123063,P48431
NONHSAT123063,O43184
NONHSAT123063,Q7RTS3
NONHSAT123063,P78509
NONHSAT123136,O15042
NONHSAT123136,O60306
NONHSAT123136,O60341
NONHSAT123136,O95707
NONHSAT123136,P01189
NONHSAT123136,P01344
NONHSAT123136,P04150
NONHSAT123136,P04637
NONHSAT123136,P05455
NONHSAT123136,P07910
NONHSAT123136,P09132
NONHSAT123136,P14210
NONHSAT123136,P14859
NONHSAT123136,P23246
NONHSAT123136,P35453
NONHSAT123136,P55899
NONHSAT123136,P61011
NONHSAT123136,P62140
NONHSAT123136,P78345
NONHSAT123136,P84243
NONHSAT123136,Q01844
NONHSAT123136,Q13285
NONHSAT123136,Q13952
NONHSAT123136,Q15233
NONHSAT123136,Q15287
NONHSAT123136,Q15910
NONHSAT123136,Q4G0J3
NONHSAT123136,Q8IUX4
NONHSAT123136,Q8IYB3
NONHSAT123136,Q8WXF1
NONHSAT123136,Q92994
NONHSAT123136,Q96BK5
NONHSAT123136,Q96PU8
NONHSAT123136,Q99575
NONHSAT123136,Q9H633
NONHSAT123136,Q9HCE1
NONHSAT123136,Q9HCJ0
NONHSAT123136,Q9UKL0
NONHSAT123136,Q9UPQ9
NONHSAT123136,P56178
NONHSAT123136,P08151
NONHSAT123136,Q9H9S0
NONHSAT123136,Q99988
NONHSAT123136,P25490
NONHSAT123136,P49711
NONHSAT123136,P31260
NONHSAT123136,Q00839
NONHSAT123136,P49913
NONHSAT123136,Q15465
NONHSAT123136,P48431
NONHSAT123136,O43184
NONHSAT123136,Q7RTS3
NONHSAT123136,P78509
NONHSAT123138,O15042
NONHSAT123138,O60306
NONHSAT123138,O60341
NONHSAT123138,O95707
NONHSAT123138,P01189
NONHSAT123138,P01344
NONHSAT123138,P04150
NONHSAT123138,P04637
NONHSAT123138,P05455
NONHSAT123138,P07910
NONHSAT123138,P09132
NONHSAT123138,P14210
NONHSAT123138,P14859
NONHSAT123138,P23246
NONHSAT123138,P35453
NONHSAT123138,P55899
NONHSAT123138,P61011
NONHSAT123138,P62140
NONHSAT123138,P78345
NONHSAT123138,P84243
NONHSAT123138,Q01844
NONHSAT123138,Q13285
NONHSAT123138,Q13952
NONHSAT123138,Q15233
NONHSAT123138,Q15287
NONHSAT123138,Q15910
NONHSAT123138,Q4G0J3
NONHSAT123138,Q8IUX4
NONHSAT123138,Q8IYB3
NONHSAT123138,Q8WXF1
NONHSAT123138,Q92994
NONHSAT123138,Q96BK5
NONHSAT123138,Q96PU8
NONHSAT123138,Q99575
NONHSAT123138,Q9H633
NONHSAT123138,Q9HCE1
NONHSAT123138,Q9HCJ0
NONHSAT123138,Q9UKL0
NONHSAT123138,Q9UPQ9
NONHSAT123138,P56178
NONHSAT123138,P08151
NONHSAT123138,Q9H9S0
NONHSAT123138,Q99988
NONHSAT123138,P25490
NONHSAT123138,P49711
NONHSAT123138,P31260
NONHSAT123138,Q00839
NONHSAT123138,P49913
NONHSAT123138,Q15465
NONHSAT123138,P48431
NONHSAT123138,O43184
NONHSAT123138,Q7RTS3
NONHSAT123138,P78509
NONHSAT123162,O15042
NONHSAT123162,O60306
NONHSAT123162,O60341
NONHSAT123162,O95707
NONHSAT123162,P01189
NONHSAT123162,P01344
NONHSAT123162,P04150
NONHSAT123162,P04637
NONHSAT123162,P05455
NONHSAT123162,P07910
NONHSAT123162,P09132
NONHSAT123162,P14210
NONHSAT123162,P14859
NONHSAT123162,P23246
NONHSAT123162,P35453
NONHSAT123162,P55899
NONHSAT123162,P61011
NONHSAT123162,P62140
NONHSAT123162,P78345
NONHSAT123162,P84243
NONHSAT123162,Q01844
NONHSAT123162,Q13285
NONHSAT123162,Q13952
NONHSAT123162,Q15233
NONHSAT123162,Q15287
NONHSAT123162,Q15910
NONHSAT123162,Q4G0J3
NONHSAT123162,Q8IUX4
NONHSAT123162,Q8IYB3
NONHSAT123162,Q8WXF1
NONHSAT123162,Q92994
NONHSAT123162,Q96BK5
NONHSAT123162,Q96PU8
NONHSAT123162,Q99575
NONHSAT123162,Q9H633
NONHSAT123162,Q9HCE1
NONHSAT123162,Q9HCJ0
NONHSAT123162,Q9UKL0
NONHSAT123162,Q9UPQ9
NONHSAT123162,P56178
NONHSAT123162,P08151
NONHSAT123162,Q9H9S0
NONHSAT123162,Q99988
NONHSAT123162,P25490
NONHSAT123162,P49711
NONHSAT123162,P31260
NONHSAT123162,Q00839
NONHSAT123162,P49913
NONHSAT123162,Q15465
NONHSAT123162,P48431
NONHSAT123162,O43184
NONHSAT123162,Q7RTS3
NONHSAT123162,P78509
NONHSAT123220,O15042
NONHSAT123220,O60306
NONHSAT123220,O60341
NONHSAT123220,O95707
NONHSAT123220,P01189
NONHSAT123220,P01344
NONHSAT123220,P04150
NONHSAT123220,P04637
NONHSAT123220,P05455
NONHSAT123220,P07910
NONHSAT123220,P09132
NONHSAT123220,P14210
NONHSAT123220,P14859
NONHSAT123220,P23246
NONHSAT123220,P35453
NONHSAT123220,P55899
NONHSAT123220,P61011
NONHSAT123220,P62140
NONHSAT123220,P78345
NONHSAT123220,P84243
NONHSAT123220,Q01844
NONHSAT123220,Q13285
NONHSAT123220,Q13952
NONHSAT123220,Q15233
NONHSAT123220,Q15287
NONHSAT123220,Q15910
NONHSAT123220,Q4G0J3
NONHSAT123220,Q8IUX4
NONHSAT123220,Q8IYB3
NONHSAT123220,Q8WXF1
NONHSAT123220,Q92994
NONHSAT123220,Q96BK5
NONHSAT123220,Q96PU8
NONHSAT123220,Q99575
NONHSAT123220,Q9H633
NONHSAT123220,Q9HCE1
NONHSAT123220,Q9HCJ0
NONHSAT123220,Q9UKL0
NONHSAT123220,Q9UPQ9
NONHSAT123220,P56178
NONHSAT123220,P08151
NONHSAT123220,Q9H9S0
NONHSAT123220,Q99988
NONHSAT123220,P25490
NONHSAT123220,P49711
NONHSAT123220,P31260
NONHSAT123220,Q00839
NONHSAT123220,P49913
NONHSAT123220,Q15465
NONHSAT123220,P48431
NONHSAT123220,O43184
NONHSAT123220,Q7RTS3
NONHSAT123220,P78509
NONHSAT123221,O15042
NONHSAT123221,O60306
NONHSAT123221,O60341
NONHSAT123221,O95707
NONHSAT123221,P01189
NONHSAT123221,P01344
NONHSAT123221,P04150
NONHSAT123221,P04637
NONHSAT123221,P05455
NONHSAT123221,P07910
NONHSAT123221,P09132
NONHSAT123221,P14210
NONHSAT123221,P14859
NONHSAT123221,P23246
NONHSAT123221,P35453
NONHSAT123221,P55899
NONHSAT123221,P61011
NONHSAT123221,P62140
NONHSAT123221,P78345
NONHSAT123221,P84243
NONHSAT123221,Q01844
NONHSAT123221,Q13285
NONHSAT123221,Q13952
NONHSAT123221,Q15233
NONHSAT123221,Q15287
NONHSAT123221,Q15910
NONHSAT123221,Q4G0J3
NONHSAT123221,Q8IUX4
NONHSAT123221,Q8IYB3
NONHSAT123221,Q8WXF1
NONHSAT123221,Q92994
NONHSAT123221,Q96BK5
NONHSAT123221,Q96PU8
NONHSAT123221,Q99575
NONHSAT123221,Q9H633
NONHSAT123221,Q9HCE1
NONHSAT123221,Q9HCJ0
NONHSAT123221,Q9UKL0
NONHSAT123221,Q9UPQ9
NONHSAT123221,P56178
NONHSAT123221,P08151
NONHSAT123221,Q9H9S0
NONHSAT123221,Q99988
NONHSAT123221,P25490
NONHSAT123221,P49711
NONHSAT123221,P31260
NONHSAT123221,Q00839
NONHSAT123221,P49913
NONHSAT123221,Q15465
NONHSAT123221,P48431
NONHSAT123221,O43184
NONHSAT123221,Q7RTS3
NONHSAT123221,P78509
NONHSAT123384,O15042
NONHSAT123384,O60306
NONHSAT123384,O60341
NONHSAT123384,O95707
NONHSAT123384,P01189
NONHSAT123384,P01344
NONHSAT123384,P04150
NONHSAT123384,P04637
NONHSAT123384,P05455
NONHSAT123384,P07910
NONHSAT123384,P09132
NONHSAT123384,P14210
NONHSAT123384,P14859
NONHSAT123384,P23246
NONHSAT123384,P35453
NONHSAT123384,P55899
NONHSAT123384,P61011
NONHSAT123384,P62140
NONHSAT123384,P78345
NONHSAT123384,P84243
NONHSAT123384,Q01844
NONHSAT123384,Q13285
NONHSAT123384,Q13952
NONHSAT123384,Q15233
NONHSAT123384,Q15287
NONHSAT123384,Q15910
NONHSAT123384,Q4G0J3
NONHSAT123384,Q8IUX4
NONHSAT123384,Q8IYB3
NONHSAT123384,Q8WXF1
NONHSAT123384,Q92994
NONHSAT123384,Q96BK5
NONHSAT123384,Q96PU8
NONHSAT123384,Q99575
NONHSAT123384,Q9H633
NONHSAT123384,Q9HCE1
NONHSAT123384,Q9HCJ0
NONHSAT123384,Q9UKL0
NONHSAT123384,Q9UPQ9
NONHSAT123384,P56178
NONHSAT123384,P08151
NONHSAT123384,Q9H9S0
NONHSAT123384,Q99988
NONHSAT123384,P25490
NONHSAT123384,P49711
NONHSAT123384,P31260
NONHSAT123384,Q00839
NONHSAT123384,P49913
NONHSAT123384,Q15465
NONHSAT123384,P48431
NONHSAT123384,O43184
NONHSAT123384,Q7RTS3
NONHSAT123384,P78509
NONHSAT123385,O15042
NONHSAT123385,O60306
NONHSAT123385,O60341
NONHSAT123385,O95707
NONHSAT123385,P01189
NONHSAT123385,P01344
NONHSAT123385,P04150
NONHSAT123385,P04637
NONHSAT123385,P05455
NONHSAT123385,P07910
NONHSAT123385,P09132
NONHSAT123385,P14210
NONHSAT123385,P14859
NONHSAT123385,P23246
NONHSAT123385,P35453
NONHSAT123385,P55899
NONHSAT123385,P61011
NONHSAT123385,P62140
NONHSAT123385,P78345
NONHSAT123385,P84243
NONHSAT123385,Q01844
NONHSAT123385,Q13285
NONHSAT123385,Q13952
NONHSAT123385,Q15233
NONHSAT123385,Q15287
NONHSAT123385,Q15910
NONHSAT123385,Q4G0J3
NONHSAT123385,Q8IUX4
NONHSAT123385,Q8IYB3
NONHSAT123385,Q8WXF1
NONHSAT123385,Q92994
NONHSAT123385,Q96BK5
NONHSAT123385,Q96PU8
NONHSAT123385,Q99575
NONHSAT123385,Q9H633
NONHSAT123385,Q9HCE1
NONHSAT123385,Q9HCJ0
NONHSAT123385,Q9UKL0
NONHSAT123385,Q9UPQ9
NONHSAT123385,P56178
NONHSAT123385,P08151
NONHSAT123385,Q9H9S0
NONHSAT123385,Q99988
NONHSAT123385,P25490
NONHSAT123385,P49711
NONHSAT123385,P31260
NONHSAT123385,Q00839
NONHSAT123385,P49913
NONHSAT123385,Q15465
NONHSAT123385,P48431
NONHSAT123385,O43184
NONHSAT123385,Q7RTS3
NONHSAT123385,P78509
NONHSAT123438,O15042
NONHSAT123438,O60306
NONHSAT123438,O60341
NONHSAT123438,O95707
NONHSAT123438,P01189
NONHSAT123438,P01344
NONHSAT123438,P04150
NONHSAT123438,P04637
NONHSAT123438,P05455
NONHSAT123438,P07910
NONHSAT123438,P09132
NONHSAT123438,P14210
NONHSAT123438,P14859
NONHSAT123438,P23246
NONHSAT123438,P35453
NONHSAT123438,P55899
NONHSAT123438,P61011
NONHSAT123438,P62140
NONHSAT123438,P78345
NONHSAT123438,P84243
NONHSAT123438,Q01844
NONHSAT123438,Q13285
NONHSAT123438,Q13952
NONHSAT123438,Q15233
NONHSAT123438,Q15287
NONHSAT123438,Q15910
NONHSAT123438,Q4G0J3
NONHSAT123438,Q8IUX4
NONHSAT123438,Q8IYB3
NONHSAT123438,Q8WXF1
NONHSAT123438,Q92994
NONHSAT123438,Q96BK5
NONHSAT123438,Q96PU8
NONHSAT123438,Q99575
NONHSAT123438,Q9H633
NONHSAT123438,Q9HCE1
NONHSAT123438,Q9HCJ0
NONHSAT123438,Q9UKL0
NONHSAT123438,Q9UPQ9
NONHSAT123438,P56178
NONHSAT123438,P08151
NONHSAT123438,Q9H9S0
NONHSAT123438,Q99988
NONHSAT123438,P25490
NONHSAT123438,P49711
NONHSAT123438,P31260
NONHSAT123438,Q00839
NONHSAT123438,P49913
NONHSAT123438,Q15465
NONHSAT123438,P48431
NONHSAT123438,O43184
NONHSAT123438,Q7RTS3
NONHSAT123438,P78509
NONHSAT123513,O15042
NONHSAT123513,O60306
NONHSAT123513,O60341
NONHSAT123513,O95707
NONHSAT123513,P01189
NONHSAT123513,P01344
NONHSAT123513,P04150
NONHSAT123513,P04637
NONHSAT123513,P05455
NONHSAT123513,P07910
NONHSAT123513,P09132
NONHSAT123513,P14210
NONHSAT123513,P14859
NONHSAT123513,P23246
NONHSAT123513,P35453
NONHSAT123513,P55899
NONHSAT123513,P61011
NONHSAT123513,P62140
NONHSAT123513,P78345
NONHSAT123513,P84243
NONHSAT123513,Q01844
NONHSAT123513,Q13285
NONHSAT123513,Q13952
NONHSAT123513,Q15233
NONHSAT123513,Q15287
NONHSAT123513,Q15910
NONHSAT123513,Q4G0J3
NONHSAT123513,Q8IUX4
NONHSAT123513,Q8IYB3
NONHSAT123513,Q8WXF1
NONHSAT123513,Q92994
NONHSAT123513,Q96BK5
NONHSAT123513,Q96PU8
NONHSAT123513,Q99575
NONHSAT123513,Q9H633
NONHSAT123513,Q9HCE1
NONHSAT123513,Q9HCJ0
NONHSAT123513,Q9UKL0
NONHSAT123513,Q9UPQ9
NONHSAT123513,P56178
NONHSAT123513,P08151
NONHSAT123513,Q9H9S0
NONHSAT123513,Q99988
NONHSAT123513,P25490
NONHSAT123513,P49711
NONHSAT123513,P31260
NONHSAT123513,Q00839
NONHSAT123513,P49913
NONHSAT123513,Q15465
NONHSAT123513,P48431
NONHSAT123513,O43184
NONHSAT123513,Q7RTS3
NONHSAT123513,P78509
NONHSAT123666,O15042
NONHSAT123666,O60306
NONHSAT123666,O60341
NONHSAT123666,O95707
NONHSAT123666,P01189
NONHSAT123666,P01344
NONHSAT123666,P04150
NONHSAT123666,P04637
NONHSAT123666,P05455
NONHSAT123666,P07910
NONHSAT123666,P09132
NONHSAT123666,P14210
NONHSAT123666,P14859
NONHSAT123666,P23246
NONHSAT123666,P35453
NONHSAT123666,P55899
NONHSAT123666,P61011
NONHSAT123666,P62140
NONHSAT123666,P78345
NONHSAT123666,P84243
NONHSAT123666,Q01844
NONHSAT123666,Q13285
NONHSAT123666,Q13952
NONHSAT123666,Q15233
NONHSAT123666,Q15287
NONHSAT123666,Q15910
NONHSAT123666,Q4G0J3
NONHSAT123666,Q8IUX4
NONHSAT123666,Q8IYB3
NONHSAT123666,Q8WXF1
NONHSAT123666,Q92994
NONHSAT123666,Q96BK5
NONHSAT123666,Q96PU8
NONHSAT123666,Q99575
NONHSAT123666,Q9H633
NONHSAT123666,Q9HCE1
NONHSAT123666,Q9HCJ0
NONHSAT123666,Q9UKL0
NONHSAT123666,Q9UPQ9
NONHSAT123666,P56178
NONHSAT123666,P08151
NONHSAT123666,Q9H9S0
NONHSAT123666,Q99988
NONHSAT123666,P25490
NONHSAT123666,P49711
NONHSAT123666,P31260
NONHSAT123666,Q00839
NONHSAT123666,P49913
NONHSAT123666,Q15465
NONHSAT123666,P48431
NONHSAT123666,O43184
NONHSAT123666,Q7RTS3
NONHSAT123666,P78509
NONHSAT123693,O15042
NONHSAT123693,O60306
NONHSAT123693,O60341
NONHSAT123693,O95707
NONHSAT123693,P01189
NONHSAT123693,P01344
NONHSAT123693,P04150
NONHSAT123693,P04637
NONHSAT123693,P05455
NONHSAT123693,P07910
NONHSAT123693,P09132
NONHSAT123693,P14210
NONHSAT123693,P14859
NONHSAT123693,P23246
NONHSAT123693,P35453
NONHSAT123693,P55899
NONHSAT123693,P61011
NONHSAT123693,P62140
NONHSAT123693,P78345
NONHSAT123693,P84243
NONHSAT123693,Q01844
NONHSAT123693,Q13285
NONHSAT123693,Q13952
NONHSAT123693,Q15233
NONHSAT123693,Q15287
NONHSAT123693,Q15910
NONHSAT123693,Q4G0J3
NONHSAT123693,Q8IUX4
NONHSAT123693,Q8IYB3
NONHSAT123693,Q8WXF1
NONHSAT123693,Q92994
NONHSAT123693,Q96BK5
NONHSAT123693,Q96PU8
NONHSAT123693,Q99575
NONHSAT123693,Q9H633
NONHSAT123693,Q9HCE1
NONHSAT123693,Q9HCJ0
NONHSAT123693,Q9UKL0
NONHSAT123693,Q9UPQ9
NONHSAT123693,P56178
NONHSAT123693,P08151
NONHSAT123693,Q9H9S0
NONHSAT123693,Q99988
NONHSAT123693,P25490
NONHSAT123693,P49711
NONHSAT123693,P31260
NONHSAT123693,Q00839
NONHSAT123693,P49913
NONHSAT123693,Q15465
NONHSAT123693,P48431
NONHSAT123693,O43184
NONHSAT123693,Q7RTS3
NONHSAT123693,P78509
NONHSAT124073,O15042
NONHSAT124073,O60306
NONHSAT124073,O60341
NONHSAT124073,O95707
NONHSAT124073,P01189
NONHSAT124073,P01344
NONHSAT124073,P04150
NONHSAT124073,P04637
NONHSAT124073,P05455
NONHSAT124073,P07910
NONHSAT124073,P09132
NONHSAT124073,P14210
NONHSAT124073,P14859
NONHSAT124073,P23246
NONHSAT124073,P35453
NONHSAT124073,P55899
NONHSAT124073,P61011
NONHSAT124073,P62140
NONHSAT124073,P78345
NONHSAT124073,P84243
NONHSAT124073,Q01844
NONHSAT124073,Q13285
NONHSAT124073,Q13952
NONHSAT124073,Q15233
NONHSAT124073,Q15287
NONHSAT124073,Q15910
NONHSAT124073,Q4G0J3
NONHSAT124073,Q8IUX4
NONHSAT124073,Q8IYB3
NONHSAT124073,Q8WXF1
NONHSAT124073,Q92994
NONHSAT124073,Q96BK5
NONHSAT124073,Q96PU8
NONHSAT124073,Q99575
NONHSAT124073,Q9H633
NONHSAT124073,Q9HCE1
NONHSAT124073,Q9HCJ0
NONHSAT124073,Q9UKL0
NONHSAT124073,Q9UPQ9
NONHSAT124073,P56178
NONHSAT124073,P08151
NONHSAT124073,Q9H9S0
NONHSAT124073,Q99988
NONHSAT124073,P25490
NONHSAT124073,P49711
NONHSAT124073,P31260
NONHSAT124073,Q00839
NONHSAT124073,P49913
NONHSAT124073,Q15465
NONHSAT124073,P48431
NONHSAT124073,O43184
NONHSAT124073,Q7RTS3
NONHSAT124073,P78509
NONHSAT124106,O15042
NONHSAT124106,O60306
NONHSAT124106,O60341
NONHSAT124106,O95707
NONHSAT124106,P01189
NONHSAT124106,P01344
NONHSAT124106,P04150
NONHSAT124106,P04637
NONHSAT124106,P05455
NONHSAT124106,P07910
NONHSAT124106,P09132
NONHSAT124106,P14210
NONHSAT124106,P14859
NONHSAT124106,P23246
NONHSAT124106,P35453
NONHSAT124106,P55899
NONHSAT124106,P61011
NONHSAT124106,P62140
NONHSAT124106,P78345
NONHSAT124106,P84243
NONHSAT124106,Q01844
NONHSAT124106,Q13285
NONHSAT124106,Q13952
NONHSAT124106,Q15233
NONHSAT124106,Q15287
NONHSAT124106,Q15910
NONHSAT124106,Q4G0J3
NONHSAT124106,Q8IUX4
NONHSAT124106,Q8IYB3
NONHSAT124106,Q8WXF1
NONHSAT124106,Q92994
NONHSAT124106,Q96BK5
NONHSAT124106,Q96PU8
NONHSAT124106,Q99575
NONHSAT124106,Q9H633
NONHSAT124106,Q9HCE1
NONHSAT124106,Q9HCJ0
NONHSAT124106,Q9UKL0
NONHSAT124106,Q9UPQ9
NONHSAT124106,P56178
NONHSAT124106,P08151
NONHSAT124106,Q9H9S0
NONHSAT124106,Q99988
NONHSAT124106,P25490
NONHSAT124106,P49711
NONHSAT124106,P31260
NONHSAT124106,Q00839
NONHSAT124106,P49913
NONHSAT124106,Q15465
NONHSAT124106,P48431
NONHSAT124106,O43184
NONHSAT124106,Q7RTS3
NONHSAT124106,P78509
NONHSAT124273,O15042
NONHSAT124273,O60306
NONHSAT124273,O60341
NONHSAT124273,O95707
NONHSAT124273,P01189
NONHSAT124273,P01344
NONHSAT124273,P04150
NONHSAT124273,P04637
NONHSAT124273,P05455
NONHSAT124273,P07910
NONHSAT124273,P09132
NONHSAT124273,P14210
NONHSAT124273,P14859
NONHSAT124273,P23246
NONHSAT124273,P35453
NONHSAT124273,P55899
NONHSAT124273,P61011
NONHSAT124273,P62140
NONHSAT124273,P78345
NONHSAT124273,P84243
NONHSAT124273,Q01844
NONHSAT124273,Q13285
NONHSAT124273,Q13952
NONHSAT124273,Q15233
NONHSAT124273,Q15287
NONHSAT124273,Q15910
NONHSAT124273,Q4G0J3
NONHSAT124273,Q8IUX4
NONHSAT124273,Q8IYB3
NONHSAT124273,Q8WXF1
NONHSAT124273,Q92994
NONHSAT124273,Q96BK5
NONHSAT124273,Q96PU8
NONHSAT124273,Q99575
NONHSAT124273,Q9H633
NONHSAT124273,Q9HCE1
NONHSAT124273,Q9HCJ0
NONHSAT124273,Q9UKL0
NONHSAT124273,Q9UPQ9
NONHSAT124273,P56178
NONHSAT124273,P08151
NONHSAT124273,Q9H9S0
NONHSAT124273,Q99988
NONHSAT124273,P25490
NONHSAT124273,P49711
NONHSAT124273,P31260
NONHSAT124273,Q00839
NONHSAT124273,P49913
NONHSAT124273,Q15465
NONHSAT124273,P48431
NONHSAT124273,O43184
NONHSAT124273,Q7RTS3
NONHSAT124273,P78509
NONHSAT124334,O15042
NONHSAT124334,O60306
NONHSAT124334,O60341
NONHSAT124334,O95707
NONHSAT124334,P01189
NONHSAT124334,P01344
NONHSAT124334,P04150
NONHSAT124334,P04637
NONHSAT124334,P05455
NONHSAT124334,P07910
NONHSAT124334,P09132
NONHSAT124334,P14210
NONHSAT124334,P14859
NONHSAT124334,P23246
NONHSAT124334,P35453
NONHSAT124334,P55899
NONHSAT124334,P61011
NONHSAT124334,P62140
NONHSAT124334,P78345
NONHSAT124334,P84243
NONHSAT124334,Q01844
NONHSAT124334,Q13285
NONHSAT124334,Q13952
NONHSAT124334,Q15233
NONHSAT124334,Q15287
NONHSAT124334,Q15910
NONHSAT124334,Q4G0J3
NONHSAT124334,Q8IUX4
NONHSAT124334,Q8IYB3
NONHSAT124334,Q8WXF1
NONHSAT124334,Q92994
NONHSAT124334,Q96BK5
NONHSAT124334,Q96PU8
NONHSAT124334,Q99575
NONHSAT124334,Q9H633
NONHSAT124334,Q9HCE1
NONHSAT124334,Q9HCJ0
NONHSAT124334,Q9UKL0
NONHSAT124334,Q9UPQ9
NONHSAT124334,P56178
NONHSAT124334,P08151
NONHSAT124334,Q9H9S0
NONHSAT124334,Q99988
NONHSAT124334,P25490
NONHSAT124334,P49711
NONHSAT124334,P31260
NONHSAT124334,Q00839
NONHSAT124334,P49913
NONHSAT124334,Q15465
NONHSAT124334,P48431
NONHSAT124334,O43184
NONHSAT124334,Q7RTS3
NONHSAT124334,P78509
NONHSAT124335,O15042
NONHSAT124335,O60306
NONHSAT124335,O60341
NONHSAT124335,O95707
NONHSAT124335,P01189
NONHSAT124335,P01344
NONHSAT124335,P04150
NONHSAT124335,P04637
NONHSAT124335,P05455
NONHSAT124335,P07910
NONHSAT124335,P09132
NONHSAT124335,P14210
NONHSAT124335,P14859
NONHSAT124335,P23246
NONHSAT124335,P35453
NONHSAT124335,P55899
NONHSAT124335,P61011
NONHSAT124335,P62140
NONHSAT124335,P78345
NONHSAT124335,P84243
NONHSAT124335,Q01844
NONHSAT124335,Q13285
NONHSAT124335,Q13952
NONHSAT124335,Q15233
NONHSAT124335,Q15287
NONHSAT124335,Q15910
NONHSAT124335,Q4G0J3
NONHSAT124335,Q8IUX4
NONHSAT124335,Q8IYB3
NONHSAT124335,Q8WXF1
NONHSAT124335,Q92994
NONHSAT124335,Q96BK5
NONHSAT124335,Q96PU8
NONHSAT124335,Q99575
NONHSAT124335,Q9H633
NONHSAT124335,Q9HCE1
NONHSAT124335,Q9HCJ0
NONHSAT124335,Q9UKL0
NONHSAT124335,Q9UPQ9
NONHSAT124335,P56178
NONHSAT124335,P08151
NONHSAT124335,Q9H9S0
NONHSAT124335,Q99988
NONHSAT124335,P25490
NONHSAT124335,P49711
NONHSAT124335,P31260
NONHSAT124335,Q00839
NONHSAT124335,P49913
NONHSAT124335,Q15465
NONHSAT124335,P48431
NONHSAT124335,O43184
NONHSAT124335,Q7RTS3
NONHSAT124335,P78509
NONHSAT124436,O15042
NONHSAT124436,O60306
NONHSAT124436,O60341
NONHSAT124436,O95707
NONHSAT124436,P01189
NONHSAT124436,P01344
NONHSAT124436,P04150
NONHSAT124436,P04637
NONHSAT124436,P05455
NONHSAT124436,P07910
NONHSAT124436,P09132
NONHSAT124436,P14210
NONHSAT124436,P14859
NONHSAT124436,P23246
NONHSAT124436,P35453
NONHSAT124436,P55899
NONHSAT124436,P61011
NONHSAT124436,P62140
NONHSAT124436,P78345
NONHSAT124436,P84243
NONHSAT124436,Q01844
NONHSAT124436,Q13285
NONHSAT124436,Q13952
NONHSAT124436,Q15233
NONHSAT124436,Q15287
NONHSAT124436,Q15910
NONHSAT124436,Q4G0J3
NONHSAT124436,Q8IUX4
NONHSAT124436,Q8IYB3
NONHSAT124436,Q8WXF1
NONHSAT124436,Q92994
NONHSAT124436,Q96BK5
NONHSAT124436,Q96PU8
NONHSAT124436,Q99575
NONHSAT124436,Q9H633
NONHSAT124436,Q9HCE1
NONHSAT124436,Q9HCJ0
NONHSAT124436,Q9UKL0
NONHSAT124436,Q9UPQ9
NONHSAT124436,P56178
NONHSAT124436,P08151
NONHSAT124436,Q9H9S0
NONHSAT124436,Q99988
NONHSAT124436,P25490
NONHSAT124436,P49711
NONHSAT124436,P31260
NONHSAT124436,Q00839
NONHSAT124436,P49913
NONHSAT124436,Q15465
NONHSAT124436,P48431
NONHSAT124436,O43184
NONHSAT124436,Q7RTS3
NONHSAT124436,P78509
NONHSAT124467,O15042
NONHSAT124467,O60306
NONHSAT124467,O60341
NONHSAT124467,O95707
NONHSAT124467,P01189
NONHSAT124467,P01344
NONHSAT124467,P04150
NONHSAT124467,P04637
